course_code,department_code,department_name,course_number,course_name,course_description,min_credits,max_credits,academic_year,terms
ECON 1110,ECON,Economics,1110,Introductory Microeconomics,"Cat. I The course focuses upon the implications of reliance upon markets for the allocation of resources in a society, at the household, firm, and community level. Outcomes of current market systems are examined in terms of the efficient use of natural and other economic resources, as well as their impact upon the environment, fairness, and social welfare. of special interest in these analyses is the role of prices in the determination of what commodities are produced, their means of production, and distribution among households. In cases where current market outcomes have features subject to widespread criticism, such as the presence of excessive pollution, risk, discrimination, and poverty, the analysis is extended to suggest economic solutions. There are no prerequisites for the course.",3.0,3.0,2021 - 2022 Academic Year,"A,D"
ECON 1120,ECON,Economics,1120,Introductory Macroeconomics,"Cat. I This course is designed to acquaint students with the ways in which macroeconomic variables such as national income, employment and the general level of prices are determined in an economic system. It also includes a study of how the techniques of monetary policy and fiscal policy attempt to achieve stability in the general price level and growth in national income and employment. The problems of achieving these national goals (simultaneously) are also analyzed. The course stresses economic issues in public policy and international trade.",3.0,3.0,2021 - 2022 Academic Year,"B,C"
ECON 2110,ECON,Economics,2110,Intermediate Microeconomics,"Cat. II The topics addressed in this course are similar to those covered in ECON 1110 (Introductory Microeconomics) but the treatment proceeds in a more rigorous and theoretical fashion to provide a firm platform for students majoring in Economics or Business, or those having a strong interest in economics. Mathematics at a level comparable to that taught in MA 1021-MA 1024 is frequently applied to lend precision to the analysis. The course rigorously develops the microeconomic foundations of the theory of the firm, the theory of the consumer, the theory of markets, and the conditions required for efficiency in economic systems. Recommended background: ECON 1110. This course will be offered in 2019-20, and in alternating years thereafter.",3.0,3.0,2021 - 2022 Academic Year,C
ECON 2117,ECON,Economics,2117,Environmental Economics,"Cat. II This course investigates the effect of human activity upon the environment as well as the effect of the environment on human well beingwell-being. It pays special attention to the impact of production and consumption of material goods upon the quantity and quality of environmental goods. The analysis focuses on the challenges presented in mixed economics where markets are combined with government intervention to manage pollution and scarcity. The course reviews efforts to measure the costs and benefits of improving environmental conditions and evaluates current and potential policies in terms of the costs of the environmental improvements they may yield. Attention is also paid to the special difficulties which arise when the impacts of pollution spill across traditional political boundaries. Recommended background: ECON 1110. This course will be offered in 2020-21, and in alternating years thereafter.",3.0,3.0,2021 - 2022 Academic Year,A
ECON 2120,ECON,Economics,2120,Intermediate Macroeconomics,"Cat. II This course is an advanced treatment of macroeconomic theory well suited for students majoring in Economics or Business, or others with a strong interest in economics. The topics addressed in ECON 2120 are similar to those covered in ECON 1120, however the presentation of the material will proceed in a more rigorous and theoretical fashion. Recommended background: ECON 1110. This course will be offered in 2020-21, and in alternating years thereafter.",3.0,3.0,2021 - 2022 Academic Year,C
ECON 2126,ECON,Economics,2126,Public Economics,"Cat. II This course examines the economics of government expenditure and taxation. On the expenditure side, the course will review why governments often choose to be involved in the provision of healthcare, education, national defense, a clean environment, and infrastructure such as roads and bridges. It will also delve into the rationale behind programs such as social security. Regarding taxation, the course will cover income, consumption, and corporate taxes, including the use of corrective taxes to address market failures due to externalities. Within each topic, the relevant economic theories will be presented, and then students will practice applying the theories to real-world examples. As such, there will be plenty of opportunity to discuss policy implications and debate proposed policy changes. Recommended background: Some introductory economics, such as Introductory Micro- or Macroeconomics (ECON 1110 or ECON 1120; or equivalent). Students who completed ECON 212X: Public Economics cannot receive credit for ECON 2126: Public Economics.",3.0,3.0,2021 - 2022 Academic Year,D
ECON 2130,ECON,Economics,2130,Econometric Modeling,"Cat. II Econometrics helps governments and businesses make more informed economic decisions. This course introduces the application of statistics and economic theory to formulating, estimating, and testing models about relationships among key variables. Topics include basic data analysis, regression analysis (including estimation, inference, assumptions, violations of assumptions, corrections for violations, dummy variables), and forecasting. Students will have the opportunity to use real world socioeconomic data to test and interpret economic theories using econometric software. Successful students should also be able to formulate, estimate, and interpret their own testable relationships in other projects or fields of study. Recommended Background: Some previous exposure to Economics, such as ECON 1110 and/or ECON 1120. Students may not get credit both for ECON 1130 and ECON 2130",3.0,3.0,2021 - 2022 Academic Year,D
ECON 2155,ECON,Economics,2155,Experimental Economics,"Cat. II Experimental economics is a set of methods for testing hypotheses about behavior. Traditional economic analysis using naturally occurring data is often confounded by the complexities of the real world. Economic experiments, on the other hand, give researchers the control required for isolating behaviors of interest. As such, economic experiments can be useful tools for testing existing theories and establishing empirical regularities assisting in the development of new theories. In this course, we cover the basic principles of experimental design. We also study a number of classic experiments, on topics ranging from the efficiency of markets to decision-making under uncertainty and behavioral game theory. Students will participate in mock experiments and will begin putting their new skills into practice by designing their own experiments, which may serve as the basis for IQPs/MQPs. If time permits, we will discuss some of the basic methods for analyzing experimental data, which presents challenges somewhat different from naturally occurring data due to small sample sizes. Recommended Background: ECON 1110 This course will be offered in 2019-20, and in alternating years thereafter.",3.0,3.0,2021 - 2022 Academic Year,B
ECON 2910,ECON,Economics,2910,Economics And Entrepreneurship,"Cat. I This course is designed to provide an introduction to economics, an introduction to entrepreneurship, and an understanding of the linkages between economics and entrepreneurship. Students will apply these concepts to the assessment of opportunities that might arise from participation in WPI projects. Students will engage in exploring how economics and entrepreneurship can inform opportunity assessment within an ambiguous and uncertain context. These decisions are always made with incomplete information and there is typically no single correct answer but rather multiple possible answers -- each with pluses and minuses. Recommended background: None",3.0,3.0,2021 - 2022 Academic Year,B
EN 1219,EN,English,1219,Introduction to Creative Writing,"Cat. I In this introductory course, students will learn about the craft of writing poetry, creative nonfiction, and fiction. They will study contemporary published poems, essays, and stories written by international masters and use these texts as inspiration for their own creative work across genres. They will also read and respond to the work of their peers. Through an equally balanced studio/research approach, this course will develop students’ skills as literary critics and creative writers. Students may not receive credit for both EN1219 and EN121X. Recommended Background: None",3.0,3.0,2021 - 2022 Academic Year,C
EN 121X,EN,English,121X,Intro To Creative Writing,"In this introductory course, students will learn about the craft of writing poetry, creative nonfiction, and fiction. They will study contemporary published poems, essays, and stories written by international masters and use these texts as inspiration for their own creative work across genres. They will also read and respond to the work of their peers. Through an equally balanced studio/research approach, this course will develop students",3.0,3.0,2021 - 2022 Academic Year,"A,B"
EN 1222,EN,English,1222,Shakespeare In The Age Of Elizabeth,"Cat. I This course is an introduction to Shakespeare, his theatre, and some important concepts of his world. Students will have the opportunity to sample representative Shakespearean tragedies, comedies, and histories. In addition to class discussions and scene work, students will be able to enhance their readings by analyzing video recordings of the plays.",3.0,3.0,2021 - 2022 Academic Year,A
EN 1242,EN,English,1242,Introduction To English Poetry,"Cat. I This course surveys the poems of our language. From the Anglo-Saxon poems to the popular verse of Tennyson, the songs and the poets are legion: Chaucer, Raleigh, Spenser, Marlowe, Shakespeare, Jonson, Donne, Herrick, Milton, Blake, Wordsworth, Coleridge, Byron, Keats, Tennyson, Browning, and Hopkins. The England that nourished these writers will be viewed through their ballads, lyrics, sonnets, epigrams, and epics. “Not marble nor the gilded monuments of princes shall outlive this powerful rhyme.""",3.0,3.0,2021 - 2022 Academic Year,A
EN 1251,EN,English,1251,Introduction To Literature,"Cat. I This course introduces the student to a variety of critical perspectives necessary to an understanding and appreciation of the major forms, or genres, of literary expression (e.g., novel, short story, poetry, drama, and essay). Writing and class discussion will be integral parts of this course.",3.0,3.0,2021 - 2022 Academic Year,"A,B,C,D"
EN 2219,EN,English,2219,Creative Writing,"Cat. I This foundational course in creative writing aims to help students develop or improve the skills of written expression, emphasizing presentation and discussion of original work. Offerings may include generally themed courses covering multiple genres of interest or more specialized workshops in single genres of focus such as fiction, poetry, playwriting, nonfiction, memoir, or short prose forms.",3.0,3.0,2021 - 2022 Academic Year,"A,B,C,D"
EN 2221,EN,English,2221,American Drama,"Cat. I An investigation into the development of American drama from its beginnings to the present. The history of the emergence of the legitimate theatre in this country will be followed by reading important plays, including the works of O’Neill, Williams, Mamet, Norman, Henley, and others. Discussion of the growth of regional theatres and their importance to the continuation of theatre as a serious and non-profit art form will be included in the course. The student will investigate the importance of theatre practice in the evolution of the dramatic literature of the country.",3.0,3.0,2021 - 2022 Academic Year,B
EN 2225,EN,English,2225,The Literature Of Sin,"Cat. II This course begins with selections from John Milton’s provocative version of Adam and Eve’s original sin in Paradise Lost. Focusing on Milton, John Donne and others, we will examine the theme of sin—political, religious, and sexual— in early modern literature. The events of the English Reformation profoundly influenced these writers, and their personal struggles against societal institutions have greatly influenced subsequent literary expressions of rage and rebellion. Students will also be reading texts by contemporary writers such as David Mamet which address the theme of sin in the modern city. This course will be offered in 2020-21, and in alternating years thereafter.",3.0,3.0,2021 - 2022 Academic Year,B
EN 2234,EN,English,2234,Modern American Novel,"Cat. II Selected works of fiction which appeared after World War I will be the focus of this course. Ernest Hemingway, William Faulkner, or other authors of the early modern period will be studied, but significant attention will also be given to contemporary novelists, such as Thomas Pynchon, Philip K. Dick, and Toni Morrison. The cultural context and philosophical assumptions of the novels will be studied as well as their form and technique. This course will be offered in 2019-20, and in alternating years thereafter",3.0,3.0,2021 - 2022 Academic Year,D
EN 2242,EN,English,2242,Popular Fiction: Reading In Installments,"Cat. I Students in this course will have the opportunity to read two major masterpieces of English fiction the way they should be read: slowly, carefully, and with relish. Victorian novels are long and the term is short, but by reading novels in the way in which they were read by their original readers—serially—we can experience masterworks by Charles Dickens and George Eliot at comparative leisure, examining one serial installment per class session.",3.0,3.0,2021 - 2022 Academic Year,B
EN 2244,EN,English,2244,19th Century English Literature,"Cat. II Participants in this course will examine outstanding works of 19th-century English poetry and fiction, and consider questions of identity, beauty, judgment, and social responsibility. Writers covered may include such figures as Jane Austen, John Keats, Charles Dickens, and Robert Browning.",3.0,3.0,2021 - 2022 Academic Year,D
EN 2251,EN,English,2251,Moral Issues In The Modern Novel,"Cat. I This course focuses on the problem of how to live in the modern world. Emphasis will be placed on the way moral issues evolve within the complications of individual lives, as depicted in fiction. Such authors as Conrad, Kesey, Camus and Ellison show characters struggling with the questions of moral responsibility raised by love, religion, death, money, conformity.",3.0,3.0,2021 - 2022 Academic Year,B
EN 2252,EN,English,2252,Science And Scientists In Modern Literature,"Cat. I This course surveys the ways in which modern literature has represented science and scientists. Beginning with Mary Shelley’s Frankenstein, the origin of what Isaac Asimov calls the “damned Frankenstein complex” is examined. More complex presentations of science and scientists occur in twentieth-century works like Brecht’s Galileo, Huxley’s Brave New World, and Pirsig’s Zen and the Art of Motorcycle Maintenance. The course covers major modern works of fiction and drama, including such literary forms as the play, the novel of ideas, and the utopian novel. Attention is focused on the themes (ideas) in, and the structure of, these works.",3.0,3.0,2021 - 2022 Academic Year,B
EN 2271,EN,English,2271,American Literary Histories,"Cat. I An investigation into one or more major movements or periods in American literature, focusing on aesthetic formations such as sentimentalism, realism, modernism, or postmodernism, on cultural formations from Transcendentalism and Regionalism through the Lost Generation and the Harlem Renaissance to the Beat Generation and the Native American Renaissance, or delivered through chronological engagements by century, by decade, or by other suitable framings attending to specific communities or sets of writers. Recommended background: None, though coursework in English (e.g. EN 1251, Introduction to Literature) or any subsequent EN offering will be helpful.",3.0,3.0,2021 - 2022 Academic Year,"A,D"
EN 2281,EN,English,2281,World Literatures,"Cat. I This course will examine literary works from two or more languages, modes, and/or traditions, often connecting these works to other works of expressive culture in the visual and performing arts. Some iterations may turn on a broader survey, others on more particular engagements with wider inflections. Material introduced beyond English will rely on translations but may also include attention to work in the original language. Attention to drama, poetry, and prose from various periods and places will encourage students to connect themes across cultural, formal, and historical divides, utilizing interdisciplinary and theoretical methods in the process of their reading and writing. Students who have previously taken EN 230X cannot take this course for credit. Recommended background: None, though coursework in English (e.g. EN 1251, Introduction to Literature) or any subsequent EN offering will be helpful, as will courses emphasizing literature and culture offered in AB, CN, GN, and/or SP.",3.0,3.0,2021 - 2022 Academic Year,"A,B"
EN 3219,EN,English,3219,Advanced Creative Writing,"Cat. II This advanced seminar in creative writing includes sustained attention to the writing of fiction, poetry, and short prose forms among other genres, culminating in final projects (essay, play, poem, story, or some combination thereof) determined by individual interest and in consultation with the instructor. Investigation will also focus on the reading and discussion of exemplary works across genres, with an emphasis on contemporary practice. In the process, regular writing exercises and class visits from established authors will help to create a community of writers grounded in diverse methods. Suggested background: Introductory level creative writing (EN 2219 (formerly EN 3217) or equivalent). This course will be offered in 2019-20, and in alternating years thereafter.",3.0,3.0,2021 - 2022 Academic Year,D
EN 3223,EN,English,3223,Forms In Modern Drama,"Cat. II The study of the forms in modern drama through application of methods of theatre analysis for dramaturgical consideration and staging. Contemporary playwrights studied will include those from around the world whose work has been seen on international stages since the 1950s. Attention to theatre movements that reflect contemporary issues will be included, and producing groups that have operated with textual revision, minimal text, or no texts will be considered. Texts to be studied will vary at each offering. This course will be offered in 2020-21, and in alternating years thereafter.",3.0,3.0,2021 - 2022 Academic Year,C
EN 3248,EN,English,3248,The English Novel,"Cat. I Participants in this seminar will examine the English novel from its origins in the eighteenth century to its twentieth-century forms, exploring the rich variety of ways a writer may communicate a personal and social vision. The novels treat love, travel, humor, work, adventure, madness, and self-discovery; the novelists may include Fielding, Austen, Dickens, Eliot, Wodehouse, and Woolf",3.0,3.0,2021 - 2022 Academic Year,C
ENV 1100,ENV,Environmental Studies,1100,Introduction To Environmental Studies,"Cat. I The study of environmental problems and their solutions requires an interdisciplinary approach. This course will examine current environmental issues from the intersection of several key disciplines including: environmental philosophy and history, environmental policy, and science. The course will develop these different approaches for analyzing environmental problems, explore the tensions between them, and present a framework for integrating them. Topics such as environmental justice, developing nations, globalization, and climate change policy will be explored.",3.0,3.0,2021 - 2022 Academic Year,"A,B"
ENV 1500,ENV,Environmental Studies,1500,Introductions To Geographical Information Systems,"Cat. II This course introduces Geographic Information Systems (GIS) as a powerful mapping and analytical tool. Topics include GIS data structure, map projections, and fundamental GIS techniques for spatial analysis. Laboratory exercises concentrate on applying concepts presented in lectures and will focus on developing skills using ArcGIS. These exercises include examples of GIS applications in environmental modeling, socio-demographic change and site suitability analyses. Although the course is computer-intensive, no programming background is required. This course will be offered in 2019-20, and in alternating years thereafter. Note: Students may not receive credit for both ENV 150X and ENV 1500.",3.0,3.0,2021 - 2022 Academic Year,C
ENV 2201,ENV,Environmental Studies,2201,Planning For Sustainable Communities,"Cat. II Sustainability planning seeks to anticipate and balance environmental, social, and economic impacts of human actions. This course presents an overview of how various perspectives can contribute to frameworks for environmental land use planning and management. Students are encouraged to think critically about problems land and natural resource use pose to society. Technical principles and analysis of sustainability planning are introduced and applied to challenges that communities currently face such as food, fiber and energy production, environmental conservation, hazard mitigation and resilience, water security, economic development, and waste management. Techniques to engage a diverse set of stakeholders in a collaborative planning process are examined along with the role of technology. This course will be offered in 2019-20, and in alternating years thereafter",3.0,3.0,2021 - 2022 Academic Year,D
ENV 2310,ENV,Environmental Studies,2310,Environmental Governance And Innovation,"Cat. II With global attention dominated by environmental catastrophe and despair, we will spotlight new work that has brought together scientists, environmentalists, engineers, and artists to tackle the most serious problems facing communities. We will explore the political ecology implications of control over essential resources and the positive consequences of rethinking and democratizing basic social needs for a more sustainable future. Recent exciting case studies will feature examples of simple solutions that inspire elegant, transferrable, and inexpensive applications of technological design. We will examine the role and obligation that scientists have to collaborate with interdisciplinary and public policy efforts that benefit people with sustainable approaches to architecture, food, energy, transportation, and infrastructure. Recommended background: introductory environmental studies course. Students may not receive credit for both ENV 230X and ENV 2310. This course will be offered in 2019-20, and in alternating years thereafter.",3.0,3.0,2021 - 2022 Academic Year,B
ENV 2500,ENV,Environmental Studies,2500,Psychology for Sustainability,"Cat. II This course applies psychological theory and research to understand the causes of human behavior that degrades natural systems and to identify and promote more sustainable actions and policies. Topics will include: social dilemmas and cognitive limitations as root causes of environmental problems; psychological methods for studying sustainability; the potential for and limitations of changing individual environmental cognition and behavior; environmental knowledge, attitudes, and values; motivations for sustainable behavior; and the relationship between environmental quality and human health and mental health. Students will gain experience applying social and cognitive behavior change strategies to reduce their own environmental impact. Suggested background: introductory psychology and/or environmental studies. Students may not receive credit for both ENV2400 and ENV/PSY2500.",3.0,3.0,2021 - 2022 Academic Year,B
ENV 2700,ENV,Environmental Studies,2700,"Social Media, Social Movements, And The Environment","Cat. II Social media platforms are changing the world of social movements, giving rise to a new generation of social activism. Social media can enable local actors to link with others from across the globe to incite social and environmental change. Social media has enabled people to document and share injustices (e.g., violence; dumping of toxic waste) in places where freedom of the press is limited or non-existent, and it has enabled people across different social groups (race, class, etc.) to engage with one another on issues of shared concern. Social media has also allowed people to share resources (financial, expertise, and organizational) with other social actors across the globe, empowering communities in novel ways. This course introduces students to the phenomena of social and environmental movements, theories on why they succeed and fail, and how social media has changed the landscape of social mobilization. This course will draw on interdisciplinary readings, concepts, and case studies from the social sciences, with emphasis on geography, public policy, sociology, and media studies. Course work will include small group projects, analyses of current social movement cases, and a final project. The final project will consist of interviewing members of a current social movement (potentially using social media), evaluating whether particular social media applications have helped to enable social mobilization, and designing new or revised social media tools to further enhance social mobilization. Recommended background: introductory environmental studies (ENV1100 or equivalent).",3.0,3.0,2021 - 2022 Academic Year,A
ENV 271X,ENV,Environmental Studies,271X,Designing For Climate Resilience And Justice,"Resilience is the capacity to adapt to changing conditions and to bounce back after a disaster. Through resilience we can live, and even thrive, in the face of natural disasters. Resilience involves adaptation to the wide range of regional and localized impacts that are expected with a warming planet: more intense storms, greater precipitation, coastal and valley flooding, longer and more severe droughts in some areas, wildfires, melting permafrost, warmer temperatures, and power outages. Resilient design is the intentional design of buildings, landscapes, communities, and regions in response to these vulnerabilities. In this course, we will work to better understand what is at risk in a changing climate with more extreme and frequent disasters, the role people/companies and policies play in these disasters, who is most at risk and why, and develop resilient designs focused on practical, innovative, on-the-ground, and just solutions. Recommended background: None",3.0,3.0,2021 - 2022 Academic Year,C
ENV 2900,ENV,Environmental Studies,2900,The Green Economy And Models For Alternative Forms Of Development,"Cat. II This course examines the limitations of traditional economic models and charts a new course for current policies and practices. To chart this path we draw upon and synthesize examples from existing alternative economies (e.g., different forms of dematerialization, hybrid organizations, solidary economy, sharing economy).The course critically examines current paradigms of greening and seeks to expand thinking that will encompass new, alternative, and socially just conceptions of economy and economic development. A particular emphasis is laid on the spatial implications of de-growth oriented activities which partly challenge existing models and research methods in economic geography. Suggested background: Basic knowledge of economics and environmental governance. This course will be offered in 2019-20, and in alternating years thereafter.",3.0,3.0,2021 - 2022 Academic Year,C
ENV 3100,ENV,Environmental Studies,3100,Adventures In Sustainable Urbanism,"Cat. II This course will take students on an adventure, both in the class and in the field. Students will examine the history of sustainable development, its antecedents, the factors that have influenced its evolution, and how the sustainable city came into existence. Students will be invited on a number of virtual field trips to sustainable cities from around the world. The goal will be to explore the underlying factors of sustainable urbanism, why it looks the way it does in different places, and how students can exercise their own agency in developing alternatives. Students will also develop their own field trips for publication on the course website. Suggested background: introduction to environmental studies and a passion for urban exploration. This course will be offered in 2019-20, and in alternating years thereafter.",3.0,3.0,2021 - 2022 Academic Year,D
ES 1020,ES,Engineering Science,1020,Introduction To Engineering,Cat. I This course is for first year students with an interest in engineering. The course focuses on the design process. Students are introduced to engineering through case studies and reverse engineering activities. Students will learn the steps in the design process and how engineers use this process to create new devices. Teams of students are then assigned a design project that culminates in building and evaluating a prototype of their design. Results of the design project are presented in both oral and written reports. This course does not require any prior engineering background. Note: This course can be used towards the Engineering Science and Design distribution requirement in IE and ME.,3.0,3.0,2021 - 2022 Academic Year,A
ES 1310,ES,Engineering Science,1310,Introduction To Computer Aided Design,"Cat. I This introduction course in engineering graphical communications and design provides a solid background for all engineering disciplines. The ability to visualize, create and apply proper design intent and industry standards for simple parts, assemblies and drawings is a necessity for anyone in a technology environment. Computer Aided Design software is used as a tool to create 2D & 3D sketches, 3D parts, 3D assemblies and 2D drawings per an industry standard. Multiview and pictorial graphics techniques are integrated with ANSI standards for dimensioning and tolerances, sectioning, and generating detailed engineering drawings. Emphasis is placed on relating drawings to the required manufacturing processes. The design process and aids to creativity are combined with graphics procedures to incorporate functional design requirements in the geometric model. No prior engineering graphics or software knowledge is assumed.",3.0,3.0,2021 - 2022 Academic Year,"A,B,C,D"
ES 1500,ES,Engineering Science,1500,Fundamentals of Systems Thinking,"Systems Thinking is a holistic approach to problem solving that recognizes that system behavior and performance are the result of underlying structures. Systems Thinking provides tools that enable program managers, systems engineers, scientists, economists, and business managers to identify, understand, and control systems in order to improve system performance. The Systems Thinking analysis accounts for feedback and resistance to change often exhibited by real world systems. In this course, students will study system identification and delineation, causal loops and feedback diagrams, stock-and-flow diagrams, system leverage points, delays and oscillations, mental models and unintended consequences, and behavior patterns; and use these concepts to improve the performance of engineering, business, and complex social systems. The course will explore great system failures, how they might have been avoided, and how we can learn from them. Finally, students will learn how Systems Thinking explains the occasional irrational behavior of individuals, departments, businesses, and governments. Examples covered in this course may include the failure of strictly technological “fixes” to social issues (as in the government’s installation of wells in Togo in the 1980s,) the 2008 financial meltdown, the failure of the Lockheed L-188 Electra Turboprop Airplane, the failure of the Tacoma Narrows Bridge (“Galloping Gertie”) in 1940, the decline of many commercial fisheries around the world, the failure and success of companies like Research In Motion and Apple, and the unintended consequences of combating drug-related crime. Recommended background: None.",3.0,3.0,2021 - 2022 Academic Year,C
ES 2001,ES,Engineering Science,2001,Introduction To Materials Science,"Cat. I This beginning course provides important background for all science and engineering disciplines regarding the capabilities and limitations of materials in our everyday lives. Students are introduced to the fundamental theme of materials science-- structure-property-processing relationships—in metals, ceramics, and plastics. Aspects of material structure range from the atomic to microstructural and macroscopic scales. In turn, these structural features determine the properties of materials. In particular, this course investigates connections between structure and mechanical properties, and how working and thermal treatments may transform structure and thus alter material properties. This knowledge is then applied to material selection decisions. Recommended background: prior knowledge of college-level chemistry.",3.0,3.0,2021 - 2022 Academic Year,"A,B,C,D"
ES 2501,ES,Engineering Science,2501,Introduction To Static Systems,"Cat. I This is an introductory course in the engineering mechanics sequence that serves as a foundation for other courses in mechanical engineering. The course covers general two- and three-dimensional force and couple systems, distributed loads, resultant forces, moments of forces, free body diagrams, equilibrium of particles and finite sized bodies. Specific topics include friction, trusses, shear forces, bodies subjected to distributed loads, bending moments in beams, and first and second moments of plane areas. Recommended background: Differential (MA 1021) and integral (MA 1022) calculus, vector algebra (MA 1023), and double and triple integration (MA 1024).",3.0,3.0,2021 - 2022 Academic Year,"A,B,C,D"
ES 2502,ES,Engineering Science,2502,Stress Analysis,"Cat. I This is an introductory course that addresses the analysis of basic mechanical and structural elements. Topics include general concepts of stresses, strains, and material properties of common engineering materials. Also covered are two-dimensional stress transformations, principal stresses, Mohr’s circle and deformations due to mechanical and thermal effects. Applications are to uniaxially loaded bars, circular shafts under torsion, bending and shearing and deflection of beams, and buckling of columns. Both statically determinate and indeterminate problems are analyzed. Recommended background; mechanical systems (ES 2501 or equivalent), differential (MA 1021) and integral (MA 1022) calculus, vector algebra (MA 1023), and double and triple integration (MA 1024).",3.0,3.0,2021 - 2022 Academic Year,"B,C,D"
ES 2503,ES,Engineering Science,2503,Introduction To Dynamic Systems,"Cat. I Engineers should be able to formulate and solve problems that involve forces that act on bodies which are moving. This course deals with the kinematics and dynamics of particles and rigid bodies which move in a plane. Topics covered will include: kinematics of particles and rigid bodies, equations of motion, work-energy methods, and impulse and momentum. In this course a basic introduction to mechanical vibration is also discussed. Basic equations will be developed with respect to translating and rotating coordinate systems. Recommended background: Statics (ES 2501 or CE 2000).",3.0,3.0,2021 - 2022 Academic Year,"A,B,D"
ES 3001,ES,Engineering Science,3001,Introduction To Thermodynamics,"Cat. I This course emphasizes system and control volume modeling using conservation of mass and the First and Second Laws of Thermodynamics. Topics include an introduction to heat, work, energy, and power, properties of simple substances, and cycle analysis for power production and refrigeration. Recommended background: basic physics, (PH 1110, PH 1111) elementary differential and integral calculus (MA 1021, MA 1022) or equivalents.",3.0,3.0,2021 - 2022 Academic Year,"A,B,C,D"
ES 3002,ES,Engineering Science,3002,Mass Transfer,"Cat. I This course introduces the student to the phenomena of diffusion and mass transfer. These occur in processes during which a change in chemical composition of one or more phases occurs. Diffusion and mass transfer can take place in living systems, in the environment, and in chemical processes. This course will show how to handle quantitative calculations involving diffusion and/or mass transfer, including design of process equipment. Topics may include: fundamentals of diffusional transport, diffusion in thin films; unsteady diffusion; diffusion in solids; convective mass transfer; dispersion; transport in membranes; diffusion with chemical reaction; simultaneous heat and mass transfer; selected mass transfer operations such as absorption, drying, humidification, extraction, crystallization, adsorption, etc. Recommended background: fundamentals of chemical thermodynamics, fluid flow and heat transfer; ordinary differential equations (MA 2051 or equivalent).",3.0,3.0,2021 - 2022 Academic Year,"C,D"
ES 3003,ES,Engineering Science,3003,Heat Transfer,"Cat. I This course presents the fundamentals of heat transfer in the three modes of conduction, convection, and radiation. Topics include steady-state and transient heat conduction, forced external and internal convection, natural convection, heat exchanger analysis, radiation properties, and radiative exchange between surfaces. Recommended background: knowledge of thermodynamics, fluid mechanics, and ordinary differential equations (ES 3001, ES 3004, and MA 2051) or equivalents.",3.0,3.0,2021 - 2022 Academic Year,"A,B,D"
ES 3004,ES,Engineering Science,3004,Fluid Mechanics,"Cat. I A study of the fundamental laws of statics, kinematics, and dynamics applied to fluid mechanics. The course will include fluid properties, conservation of mass, momentum, and energy as applied to real and ideal fluids. Laminar and turbulent flows, fluid resistance, and basic boundary layer theory will also be considered. Recommended background: basic physics, basic differential equations, and vectors.",3.0,3.0,2021 - 2022 Academic Year,"A,B,C,D"
ES 3011,ES,Engineering Science,3011,Control Engineering I,"Cat. I Characteristics of control systems. Mathematical representation of control components and systems. Laplace transforms, transfer functions, block and signal flow diagrams. Transient response analysis. Introduction to the root-locus method and stability analysis. Frequency response techniques including Bode, polar, and Nichols plots. This sequence of courses in the field of control engineering (ES 3011) is generally available to all juniors and seniors regardless of department. A good background in mathematics is required; familiarity with Laplace transforms, complex variables and matrices is desirable but not mandatory. All students taking Control Engineering I should have an understanding of ordinary differential equations (MA 2051 or equivalent) and basic physics through electricity and magnetism (PH 1120/1121). Control Engineering I may be considered a terminal course, or it may be the first course for those students wishing to do extensive work in this field. Students taking the sequence of two courses will be prepared for graduate work in the field. Recommended background: Ordinary Differential Equations (MA 2051) and Electricity and Magnestism (PH 1120, PH 1121). Students may not receive credit for both ES 3011 and ECE 3012",3.0,3.0,2021 - 2022 Academic Year,"A,C"
ES 3323,ES,Engineering Science,3323,Advanced Computer Aided Design,"Cat. I This course is intended to strengthen solid modeling and analysis skills with an emphasis on robust modeling strategies that capture design intent. The use of solid models for applications in mechanical design and engineering analysis is emphasized. Topics include: advanced feature-based modeling, variational design, physical properties, assembly modeling, mechanisms, and other analytical methods in engineering design. Recommended background: familiarity with drafting standards (ES 1310), mechanical systems (ES 2501 or CE 2000, ES 2503), strength of materials (ES 2502 or CE 2001) and kinematics (ME 3310) is assumed. Additional background in machine design (ME 2300, ME 3320) is helpful",3.0,3.0,2021 - 2022 Academic Year,"A,D"
ETR 1100,ETR,Entrepreneurship,1100,Engineering Innovation And Entrepreneurship,"Cat. I In the modern competitive and global world confronting today’s engineers, innovation and entrepreneurship (I&E) are increasingly important perspectives for every engineering career. Individuals proficient in I&E are likely to possess unique competitive advantage over those who do not. This course develops the foundation for developing such proficiency by examining the functional roles of the business/commercial aspects of engineering disciplines as well as establishing a basis for innovative thinking. Specific cases where I&E has led to new products innovation and new enterprise development will supplement course materials.",3.0,3.0,2021 - 2022 Academic Year,"A,B,C,D"
ETR 2910,ETR,Entrepreneurship,2910,Economics And Entrepreneurship,"Cat. I This course is designed to provide an introduction to economics, an introduction to entrepreneurship, and an understanding of the linkages between economics and entrepreneurship. Students will apply these concepts to the assessment of opportunities that might arise from participation in WPI projects. Students will engage in exploring how economics and entrepreneurship can inform opportunity assessment within an ambiguous and uncertain context. These decisions are always made with incomplete information and there is typically no single correct answer but rather multiple possible answers -- each with pluses and minuses. Recommended background: None",3.0,3.0,2021 - 2022 Academic Year,B
